name,address,x,y
한국경제신문사,서울특별시 중구 청파로 463 (중림동),126.967109652664,37.5598688323642
서울특별시청,서울특별시 중구 세종대로 110 (태평로1가),126.977829174031,37.5663174209601
중구청,서울특별시 중구 창경궁로 17 (예관동),126.998009728978,37.5641201543296
종로구청,서울특별시 종로구 종로1길 36 (수송동),126.978988255925,37.5735051436739
효창공원,서울특별시 용산구 효창원로 177-18 (효창동),126.962290943049,37.544957405495
